SiteNameTreat,SiteNameRep,SiteName,Site,Gas,FileName,Date_R,SlopeID,Treatment,SplitID,lat,lon,mgm2day_mean,mgm2day_sd,ppm_min,ppm_max,Temp_mean,Humidity_mean,Rainfall_mean,PondiRep,Season,pH,DO,Depth,Surface_Ar,Water_Temp,Nitrogen,Phosphorus,Vegetation/20m(Area m2)
Baldrys_FD,Baldrys_FD,Baldrys,Baldrys FD,CH4,Baldrys_FD.csv,16/12/2022,Date_2022-12-16_FileName_Baldrys_FD.csv_Gas_CH4,FD,3,-38.42762,144.95741,6.752916667,56.35781721,883,1183,14.6,75.12,0.06,24,Summer,6.61,12.7,,764.47,24.5,,,0
Baldrys_FD,Baldrys_FD,Baldrys,Baldrys FD,CH4,Baldrys_FD.csv,17/12/2022,Date_2022-12-17_FileName_Baldrys_FD.csv_Gas_CH4,FD,3,-38.42762,144.95741,14.6775,34.47614381,1194,1220,15.46,75.06,0.02,4,Summer,6.61,12.7,,764.47,24.5,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CO2,Baldrys_UD.csv,14/11/2022,Date_2022-11-14_FileName_Baldrys_UD.csv_Gas_CO2,UD,1,-38.432047,144.95627,926.7228571,846.2878333,439,2788,14.57,83.19,31.17,14,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CO2,Baldrys_UD.csv,15/11/2022,Date_2022-11-15_FileName_Baldrys_UD.csv_Gas_CO2,UD,1,-38.432047,144.95627,-109.8445833,582.8887719,2111,3622,11.47,70.75,2.78,24,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CO2,Baldrys_UD.csv,16/11/2022,Date_2022-11-16_FileName_Baldrys_UD.csv_Gas_CO2,UD,1,-38.432047,144.95627,455.687,190.5594144,2265,3227,12.04,72.38,3.18,10,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CO2,Baldrys_UD.csv,25/11/2022,Date_2022-11-25_FileName_Baldrys_UD.csv_Gas_CO2,UD,2,-38.432047,144.95627,18.75625,358.0409001,467,1375,14.08,76.12,0.06,24,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CO2,Baldrys_UD.csv,26/11/2022,Date_2022-11-26_FileName_Baldrys_UD.csv_Gas_CO2,UD,2,-38.432047,144.95627,115.5208696,455.7691403,614,1768,16.81,81.94,1.8,23,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CO2,Baldrys_UD.csv,27/11/2022,Date_2022-11-27_FileName_Baldrys_UD.csv_Gas_CO2,UD,2,-38.432047,144.95627,20.36333333,457.6900893,1026,2059,14.36,77.81,0.62,24,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CO2,Baldrys_UD.csv,28/11/2022,Date_2022-11-28_FileName_Baldrys_UD.csv_Gas_CO2,UD,2,-38.432047,144.95627,77.9425,572.9048984,1192,2598,13.87,75.31,2.43,24,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CO2,Baldrys_UD.csv,29/11/2022,Date_2022-11-29_FileName_Baldrys_UD.csv_Gas_CO2,UD,2,-38.432047,144.95627,357.6538462,441.5673714,1650,2847,14.1,73.88,0.96,13,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CO2,Baldrys_UD.csv,5/12/2022,Date_2022-12-05_FileName_Baldrys_UD.csv_Gas_CO2,UD,3,-38.432047,144.95627,421.9486364,773.4145578,810,3384,15.39,85.31,7.44,22,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CO2,Baldrys_UD.csv,6/12/2022,Date_2022-12-06_FileName_Baldrys_UD.csv_Gas_CO2,UD,3,-38.432047,144.95627,-287.2266667,644.292067,1234,3472,14.72,75.5,0.55,24,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CO2,Baldrys_UD.csv,7/12/2022,Date_2022-12-07_FileName_Baldrys_UD.csv_Gas_CO2,UD,3,-38.432047,144.95627,105.16,,1258,1258,14.15,72.69,3.7,1,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CH4,Baldrys_UD.csv,14/11/2022,Date_2022-11-14_FileName_Baldrys_UD.csv_Gas_CH4,UD,1,-38.432047,144.95627,31.022,14.80129623,221,296,14.57,83.19,31.17,5,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CH4,Baldrys_UD.csv,15/11/2022,Date_2022-11-15_FileName_Baldrys_UD.csv_Gas_CH4,UD,1,-38.432047,144.95627,10.81041667,20.07608451,305,458,11.47,70.75,2.78,24,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CH4,Baldrys_UD.csv,16/11/2022,Date_2022-11-16_FileName_Baldrys_UD.csv_Gas_CH4,UD,1,-38.432047,144.95627,5.8125,26.71773735,463,551,12.04,72.38,3.18,24,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CH4,Baldrys_UD.csv,17/11/2022,Date_2022-11-17_FileName_Baldrys_UD.csv_Gas_CH4,UD,1,-38.432047,144.95627,10.2775,36.94381589,504,699,13.22,73.69,0.5,24,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CH4,Baldrys_UD.csv,18/11/2022,Date_2022-11-18_FileName_Baldrys_UD.csv_Gas_CH4,UD,1,-38.432047,144.95627,7.892083333,37.67066555,660,817,15.05,71.38,0.04,24,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CH4,Baldrys_UD.csv,19/11/2022,Date_2022-11-19_FileName_Baldrys_UD.csv_Gas_CH4,UD,1,-38.432047,144.95627,15.85304348,30.4187274,809,1045,16.19,84.12,14.13,23,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CH4,Baldrys_UD.csv,20/11/2022,Date_2022-11-20_FileName_Baldrys_UD.csv_Gas_CH4,UD,1,-38.432047,144.95627,42.97583333,135.9653567,1105,1695,13.86,78.12,15.32,24,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CH4,Baldrys_UD.csv,21/11/2022,Date_2022-11-21_FileName_Baldrys_UD.csv_Gas_CH4,UD,1,-38.432047,144.95627,45.538,70.89465155,1819,1975,10.94,77.94,12.84,10,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CH4,Baldrys_UD.csv,24/11/2022,Date_2022-11-24_FileName_Baldrys_UD.csv_Gas_CH4,UD,2,-38.432047,144.95627,2.395,1.124299782,75,76,13.92,79.5,0.37,2,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CH4,Baldrys_UD.csv,25/11/2022,Date_2022-11-25_FileName_Baldrys_UD.csv_Gas_CH4,UD,2,-38.432047,144.95627,20.96916667,28.10499227,88,391,14.08,76.12,0.06,24,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CH4,Baldrys_UD.csv,26/11/2022,Date_2022-11-26_FileName_Baldrys_UD.csv_Gas_CH4,UD,2,-38.432047,144.95627,33.75826087,50.98407493,405,911,16.81,81.94,1.8,23,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CH4,Baldrys_UD.csv,27/11/2022,Date_2022-11-27_FileName_Baldrys_UD.csv_Gas_CH4,UD,2,-38.432047,144.95627,29.52291667,59.59759832,935,1354,14.36,77.81,0.62,24,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CH4,Baldrys_UD.csv,28/11/2022,Date_2022-11-28_FileName_Baldrys_UD.csv_Gas_CH4,UD,2,-38.432047,144.95627,30.30083333,52.89033781,1374,1809,13.87,75.31,2.43,24,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CH4,Baldrys_UD.csv,29/11/2022,Date_2022-11-29_FileName_Baldrys_UD.csv_Gas_CH4,UD,2,-38.432047,144.95627,21.88,64.82407497,1685,2137,14.1,73.88,0.96,24,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CH4,Baldrys_UD.csv,30/11/2022,Date_2022-11-30_FileName_Baldrys_UD.csv_Gas_CH4,UD,2,-38.432047,144.95627,12.004375,68.62531632,2057,2257,14.15,79.12,0.09,16,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CH4,Baldrys_UD.csv,4/12/2022,Date_2022-12-04_FileName_Baldrys_UD.csv_Gas_CH4,UD,3,-38.432047,144.95627,10.12333333,4.891363137,15,25,20.92,72.19,0.25,3,Summer,6.82,6.19,,109.05,22.2,,,0
Baldrys_UD,Baldrys_UD,Baldrys,Baldrys UD,CH4,Baldrys_UD.csv,5/12/2022,Date_2022-12-05_FileName_Baldrys_UD.csv_Gas_CH4,UD,3,-38.432047,144.95627,35.11928571,52.87273581,27,333,15.39,85.31,7.44,14,Summer,6.82,6.19,,109.05,22.2,,,0
Buttermans_FD,Buttermans_FD,Buttermans,Buttermans FD,CO2,Buttermans_FD.csv,1/01/2023,Date_2023-01-01_FileName_Buttermans_FD.csv_Gas_CO2,FD,1,-37.84653,145.11476,1114.069231,418.3593588,1849,2902,26.12,61.25,0.43,13,Summer,6.939,4.35,1.55,3240.84,,,,2772
Buttermans_FD,Buttermans_FD,Buttermans,Buttermans FD,CO2,Buttermans_FD.csv,2/01/2023,Date_2023-01-02_FileName_Buttermans_FD.csv_Gas_CO2,FD,1,-37.84653,145.11476,378.8086957,1130.672997,3255,5173,23.18,69.94,2.46,23,Summer,6.939,4.35,1.55,3240.84,,,,2772
Buttermans_FD,Buttermans_FD,Buttermans,Buttermans FD,CO2,Buttermans_FD.csv,3/01/2023,Date_2023-01-03_FileName_Buttermans_FD.csv_Gas_CO2,FD,1,-37.84653,145.11476,44.87,1266.127314,4242,7193,16.83,74.38,1.61,24,Summer,6.939,4.35,1.55,3240.84,,,,2772
Buttermans_FD,Buttermans_FD,Buttermans,Buttermans FD,CO2,Buttermans_FD.csv,4/01/2023,Date_2023-01-04_FileName_Buttermans_FD.csv_Gas_CO2,FD,1,-37.84653,145.11476,381.6352174,664.5619951,5432,7155,15.25,74.62,2.51,23,Summer,6.939,4.35,1.55,3240.84,,,,2772
Buttermans_FD,Buttermans_FD,Buttermans,Buttermans FD,CO2,Buttermans_FD.csv,5/01/2023,Date_2023-01-05_FileName_Buttermans_FD.csv_Gas_CO2,FD,1,-37.84653,145.11476,849.1544444,442.8893557,7357,8925,17.58,71.62,0.36,9,Summer,6.939,4.35,1.55,3240.84,,,,2772
Buttermans_FD,Buttermans_FD,Buttermans,Buttermans FD,CH4,Buttermans_FD.csv,1/01/2023,Date_2023-01-01_FileName_Buttermans_FD.csv_Gas_CH4,FD,1,-37.84653,145.11476,40.922,26.56781974,609,765,26.12,61.25,0.43,15,Summer,6.939,4.35,1.55,3240.84,,,,2772
Buttermans_FD,Buttermans_FD,Buttermans,Buttermans FD,CH4,Buttermans_FD.csv,2/01/2023,Date_2023-01-02_FileName_Buttermans_FD.csv_Gas_CH4,FD,1,-37.84653,145.11476,22.01130435,50.63581173,750,1085,23.18,69.94,2.46,23,Summer,6.939,4.35,1.55,3240.84,,,,2772
Buttermans_FD,Buttermans_FD,Buttermans,Buttermans FD,CH4,Buttermans_FD.csv,3/01/2023,Date_2023-01-03_FileName_Buttermans_FD.csv_Gas_CH4,FD,1,-37.84653,145.11476,17.40375,74.20364498,1025,1345,16.83,74.38,1.61,24,Summer,6.939,4.35,1.55,3240.84,,,,2772
Buttermans_FD,Buttermans_FD,Buttermans,Buttermans FD,CH4,Buttermans_FD.csv,4/01/2023,Date_2023-01-04_FileName_Buttermans_FD.csv_Gas_CH4,FD,1,-37.84653,145.11476,2.641304348,47.81349223,1224,1425,15.25,74.62,2.51,23,Summer,6.939,4.35,1.55,3240.84,,,,2772
Buttermans_FD,Buttermans_FD,Buttermans,Buttermans FD,CH4,Buttermans_FD.csv,5/01/2023,Date_2023-01-05_FileName_Buttermans_FD.csv_Gas_CH4,FD,1,-37.84653,145.11476,6.845833333,58.63366038,1209,1486,17.58,71.62,0.36,24,Summer,6.939,4.35,1.55,3240.84,,,,2772
Buttermans_FD,Buttermans_FD,Buttermans,Buttermans FD,CH4,Buttermans_FD.csv,6/01/2023,Date_2023-01-06_FileName_Buttermans_FD.csv_Gas_CH4,FD,1,-37.84653,145.11476,13.6475,28.7579707,1523,1569,18.51,65.81,0.02,8,Summer,6.939,4.35,1.55,3240.84,,,,2772
